^PLATFORM = GPL14
!Platform_title = ce_rosetta
!Platform_geo_accession = GPL14
!Platform_status = Public on Jul 24 2001
!Platform_submission_date = Jul 24 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Caenorhabditis elegans
!Platform_taxid = 6239
!Platform_description = A microarray with 13323 spot features.
!Platform_description = Tip Configuration: Standard 1-tip
!Platform_description = Columns per Sector: 1
!Platform_description = Rows per Sector: 1
!Platform_description = Column Spacing: 1.1
!Platform_description = Row Spacing: 1.1
!Platform_contact_name = ,,Stanford Microarray Database
!Platform_contact_email = array@genome.stanford.edu
!Platform_contact_phone = 650-498-6012
!Platform_contact_department = Stanford University, School of Medicine
!Platform_contact_institute = Stanford Microarray Database (SMD)
!Platform_contact_address = 300 Pasteur Drive
!Platform_contact_city = Stanford
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305
!Platform_contact_country = USA
!Platform_contact_web_link = http://genome-www5.stanford.edu/
!Platform_sample_id = GSM436
!Platform_sample_id = GSM437
!Platform_sample_id = GSM438
!Platform_sample_id = GSM439
!Platform_sample_id = GSM440
!Platform_sample_id = GSM441
!Platform_sample_id = GSM442
!Platform_sample_id = GSM443
!Platform_sample_id = GSM444
!Platform_sample_id = GSM445
!Platform_sample_id = GSM446
!Platform_sample_id = GSM447
!Platform_sample_id = GSM448
!Platform_sample_id = GSM449
!Platform_sample_id = GSM450
!Platform_sample_id = GSM451
!Platform_sample_id = GSM452
!Platform_sample_id = GSM453
!Platform_sample_id = GSM454
!Platform_sample_id = GSM455
!Platform_sample_id = GSM456
!Platform_sample_id = GSM457
!Platform_sample_id = GSM458
!Platform_sample_id = GSM459
!Platform_sample_id = GSM460
!Platform_sample_id = GSM461
!Platform_sample_id = GSM462
!Platform_sample_id = GSM463
!Platform_sample_id = GSM464
!Platform_sample_id = GSM465
!Platform_sample_id = GSM466
!Platform_sample_id = GSM467
!Platform_sample_id = GSM468
!Platform_sample_id = GSM469
!Platform_sample_id = GSM211535
!Platform_sample_id = GSM211537
!Platform_sample_id = GSM211538
!Platform_series_id = GSE5
!Platform_series_id = GSE8520
!Platform_data_row_count = 13323
#ID = 
#ORF = name of spot
#Description = description of spot
#Chromosome = chromosome
#Position = position
#Gene name = gene name
#SECTOR = spot sector grid coordinate
#SECTORROW = spot row grid coordinate
#SECTORCOL = spot column grid coordinate
#PLATE = clone plate identifier
#PROW = clone plate row
#PCOL = clone plate column
#FAILED = 
#IS_CONTAMINATED = 
!platform_table_begin
ID	ORF	Description	Chromosome	Position	Gene name	SECTOR	SECTORROW	SECTORCOL	PLATE	PROW	PCOL	FAILED	IS_CONTAMINATED
5128	F46C3.3	"Myosin I, class XII unconventional myosin heavy chain"	X	11174241	hum-4/F46C3.3	1	1	1	14	F	16	0	U
5129	F46C5.6	"Protein containing an ib3u domain characteristic of the regulatory domain of human PP2A, has weak similarity to human and S. cerevisiae serine/threonine phosphatase 2A (PP2A) regulatory subunit A"	2	8832019	F46C5.6	1	1	1	14	F	17	0	U
5130	F46F2.2	Protein related to casein kinase 1	X	15006578	kin-20/F46F2.2	1	1	1	14	F	18	0	U
5131	F46F3.4	Protein with strong similarity to human p53-binding protein TP53BP2 (Hs.44585)	5	11625021	F46F3.4	1	1	1	14	F	19	0	U
5132	F46F11.1	"Putative ortholog of S. cerevisiae Vip1p, a methionine N(alpha)-acetyltransferase that transfers acetyl from acetyl-CoA to the N-terminal methionine of proteins and peptides"	1	4950547	F46F11.1	1	1	1	14	F	20	0	U
5133	F46F11.2	"Putative paralog of C. elegans M01E11.5, has strong similarity to cold shock domains"	1	4942323	F46F11.2	1	1	1	14	F	21	1	U
5134	F46F11.6	Protein of unknown function	1	4939737	F46F11.6	1	1	1	14	F	22	0	U
5135	F46F11.8	"Protein of unknown function, has moderate similarity to C. elegans F25H8.1"	1	4944159	F46F11.8	1	1	1	14	F	23	0	U
5136	F46F11.9	Protein of unknown function	1	4933329	F46F11.9	1	1	1	14	F	24	0	U
5137	F46G10.5	"Protein of unknown function, has weak similarity to C. elegans F44F4.4"	X	13087855	F46G10.5	1	1	1	14	G	1	0	U
5138	F46G10.6	"Protein with a predicted helix-loop-helix DNA-binding domain, N-terminus has moderate similarity to H. sapiens MAX gene product"	X	13095416	F46G10.6	1	1	1	14	G	2	0	U
5139	F46G11.1	Protein of unknown function	X	5545949	F46G11.1	1	1	1	14	G	3	0	U
5140	F46G11.2	Protein of unknown function	X	5538441	F46G11.2	1	1	1	14	G	4	0	U
5141	F46G11.3	"Serine/threonine protein kinase with similarity to human GAK, which associates with cyclin G and CDK5"	X	5535318	F46G11.3	1	1	1	14	G	5	0	U
5142	F46H5.3	"Member of the arginine kinase, phosphotransferase protein family"	X	6970100	F46H5.3	1	1	1	14	G	6	0	U
5143	F46H5.4	"Protein with similarity to Rat TRG, has strong similarity to C. elegans F22G12.5"	X	6984629	F46H5.4	1	1	1	14	G	7	0	U
5144	F46H5.5	Protein of unknown function	X	6995136	F46H5.5	1	1	1	14	G	8	0	U
5145	F46H5.6	"Protein with strong similarity to C. elegans GRD-6, has weak similarity to C. elegans MUC1, transmembrane mucin 1"	X	7007196	grd-7/F46H5.6	1	1	1	14	G	9	0	U
5146	F46H5.7	"Protein with moderate similarity to C. elegans C27H5.2, a protein with weak similarity to myosin heavy chain"	X	6978220	F46H5.7	1	1	1	14	G	10	0	U
5147	F47A4.3	"Protein containing a putative breakpoint cluster region (BCR) domain, putative paralog of C. elegans F47A4.4"	X	9577469	F47A4.3	1	1	1	14	G	11	0	U
5148	F47A4.5	Protein with strong similarity to human phospholipase A2 (PLA2G6)	X	9587288	F47A4.5	1	1	1	14	G	12	0	U
5149	F47B3.1	"Putative tyrosine protein phosphatase, possible paralog of C. elegans F47B3.6"	1	3329343	F47B3.1	1	1	1	14	G	13	0	U
5150	F47B3.6	"Putative tyrosine protein phosphatase, nearly identical to C. elegans F47B3.1"	1	3322919	F47B3.6	1	1	1	14	G	14	0	U
5151	F47B3.7	"Putative tyrosine protein phosphatase, has similarity to C. elegans F47B3.1"	1	3325345	F47B3.7	1	1	1	14	G	15	0	U
5152	F47B3.8	"Member of the EGF-like repeat protein family, has strong similarity to human very low density lipoprotein receptor VLDLR and D. melanogaster yl (yolkless) vitellogenin receptor"	1	3301124	F47B3.8	1	1	1	14	G	16	0	U
5153	F47B8.4	Protein with strong similarity to C. elegans F47B8.3	5	14272901	F47B8.4	1	1	1	14	G	17	0	U
5154	F47B8.5	"Protein of unknown function, putative paralog of C. elegans C04F1.1"	5	14274117	F47B8.5	1	1	1	14	G	18	0	U
5155	F47B10.1	"Member of the succinyl-CoA ligase, beta subunit protein family"	X	10651524	scb1/F47B10.1	1	1	1	14	G	19	0	U
5156	F47B10.2	"Putative histidine ammonia-lyase, possible ortholog of H. sapiens HAL gene product"	X	10647186	F47B10.2	1	1	1	14	G	20	0	U
5157	F47C10.3	Member of the nuclear hormone receptor/Zinc finger protein family	5	3818751	F47C10.3	1	1	1	14	G	21	0	U
5158	F47C10.6	Member of the UDP-glucuronosyltransferase protein family	5	3808312	F47C10.6	1	1	1	14	G	22	0	U
5159	F47C10.7	Member of the nuclear hormone receptor/Zinc finger protein family	5	3822782	F47C10.7	1	1	1	14	G	23	0	U
5160	F47C12.1	"Notch family member; has similarity to D. melanogaster N (notch) protein and human NOTCH4 protein, member of the EGF-life repeat protein family"	4	3919974	F47C12.1	1	1	1	14	G	24	0	U
5161	F47C12.2	"Member of the C-type lectin family, has similarity to human cubulin (intrinsic factor-cobalamin receptor) and bone morphogenic protein BMP1, has similarity to D. melanogaster tolkin protein"	4	3910486	F47C12.2	1	1	1	14	H	1	0	U
5162	F47C12.4	Member of the C-type lectin family	4	3894722	F47C12.4	1	1	1	14	H	2	0	U
5163	F47D2.2	"Putative reverse transcriptase, has strong similarity to C. elegans F38E9.3 and H02F09.4"	5	4211861	F47D2.2	1	1	1	14	H	3	0	U
5164	F47D2.9	Putative paralog of C. elegans R52.7 gene product	5	4228240	F47D2.9	1	1	1	14	H	4	0	U
5165	F47D12.5	Member of the zyg-11 like protein family	3	5740882	F47D12.5	1	1	1	14	H	5	0	U
5166	F47D12.7	Member of the BTB/POZ domain protein family	3	5751833	F47D12.7	1	1	1	14	H	6	0	U
5167	F47D12.9	Putative ortholog of C. elegans K04D7.1 gene product	3	5758235	F47D12.9	1	1	1	14	H	7	0	U
5168	F58H1.6	"Protein of unknown function, has strong similarity to C. elegans M70.2"	5	11892019	F58H1.6	1	1	1	14	H	8	0	U
5169	F58H7.1	Protein of unknown function	4	819832	F58H7.1	1	1	1	14	H	9	2	U
5170	F58H7.5	Protein of unknown function	4	834723	F58H7.5	1	1	1	14	H	10	0	U
5171	F58H7.6	"Putative paralog of C. elegans Y38H6C.5, which encodes a putative Zinc finger, CCHC class protein"	4	836033	F58H7.6	1	1	1	14	H	11	0	U
5172	F58H7.7	Member of an uncharacterized protein family	4	842364	F58H7.7	1	1	1	14	H	12	0	U
5173	F58H7.8	Member of an uncharacterized protein family	4	846462	F58H7.8	1	1	1	14	H	13	0	U
5174	F58H12.1	Protein of unknown function	X	2594872	F58H12.1	1	1	1	14	H	14	2	U
5175	F59A2.6	Protein containing a large coiled-coil domain and a putative golgi-localization (GRIP) domain	3	2852788	F59A2.6	1	1	1	14	H	15	1	U
5176	F59A3.1	"Putative zinc carboxypeptidase, has strong similarity to human carboxypeptidases"	1	4843112	F59A3.1	1	1	1	14	H	16	0	U
5177	F59A3.2	Protein of unknown function	1	4834784	F59A3.2	1	1	1	14	H	17	0	U
5178	F59A3.6	"Protein of unknown function, putative paralog of C. elegans F59A3.5"	1	4833175	F59A3.6	1	1	1	14	H	18	0	U
5179	F59A3.8	"Putative tyrosine protein kinase, has similarity to human and D. melanogaster FER (fps/fes-related) protein kinases"	1	4845156	F59A3.8	1	1	1	14	H	19	0	U
5180	F59A6.1	"Serine/threonine protein kinase of the MAP kinase kinase subfamily, putative ortholog of human MEKK5 and D. melanogaster Pk92 MAP kinase kinase (MEK kinase) subfamilies"	2	5012158	F59A6.1	1	1	1	14	H	20	0	U
5181	F59A6.3	"Putative glycoprotein, has weak similarity to nucleoporins and mucins"	2	4997586	F59A6.3	1	1	1	14	H	21	2	U
5182	F59A6.4	"Serine/threonine protein kinase of the casein kinase I subfamily, has similarity to S. cerevisiae Hrr25p casein kinase I"	2	4994383	F59A6.4	1	1	1	14	H	22	0	U
5183	F59A6.5	"Putative coiled-coil protein, has weak similarity to S. cerevisiae Uso1p, required for protein transport from ER to Golgi"	2	4988770	F59A6.5	1	1	1	14	H	23	0	U
5184	F59A7.8	"Member of the DNA helicase, Snf2p protein family"	5	1909141	F59A7.8	1	1	1	14	H	24	0	U
5185	F59B1.1	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	3617023	F59B1.1	1	1	1	14	I	1	0	U
5186	F59B1.3	Member of the 7TM Receptor protein family	5	3586892	F59B1.3	1	1	1	14	I	2	0	U
5187	F59B2.3	Protein of unknown function	3	8437442	F59B2.3	1	1	1	14	I	3	0	U
5188	F59B2.6	Protein of unknown function	3	8443243	F59B2.6	1	1	1	14	I	4	1	U
5189	F59C12.2	"Serotonin (5-hydroxytryptamine) receptor, member of the G-protein coupled receptor family"	X	16289850	5HT-Ce2/F59C12.2	1	1	1	14	I	5	0	U
5190	F59D6.2	Member of the protease protein family	5	3000333	F59D6.2	1	1	1	14	I	6	0	U
5191	F59D6.3	"Putative aspartyl protease, has similarity to human and S. cerevisiae aspartyl proteases, putative paralog of C. elegans F59D6.2"	5	2996258	F59D6.3	1	1	1	14	I	7	0	U
5192	F59D6.4	Member of an uncharacterized protein family	5	3001694	F59D6.4	1	1	1	14	I	8	0	U
5193	F59D6.5	"G-protein coupled receptor of unknown function, no homolog found in human or D. melanogaster"	5	3004678	F59D6.5	1	1	1	14	I	9	0	U
5194	F59D6.6	Member of an uncharacterized protein family	5	3007169	F59D6.6	1	1	1	14	I	10	0	U
5195	F59E12.1	"Protein with weak similarity to H. sapiens Hs.159613 (Human mRNA for KIAA0181 gene, partial cds)"	2	5642564	F59E12.1	1	1	1	14	I	11	0	U
5196	F59E12.2	Serine/threonine protein kinase with similarity to C. elegans PAR-1 protein kinase and various protein kinases of S. cerevisiae and human	2	5638674	F59E12.2	1	1	1	14	I	12	1	U
5197	F59E12.4	Member of the nuclear pore Npl4p-like protein family	2	5618888	F59E12.4	1	1	1	14	I	13	0	U
5198	F59E12.5	Member of the nuclear pore Npl4p-like protein family	2	5612126	F59E12.5	1	1	1	14	I	14	0	U
5199	F59E12.6	"Member of the eukaryotic protein kinase domain protein family, putative paralog of C. elegans ZK177.2"	2	5615662	F59E12.6	1	1	1	14	I	15	0	U
5200	F59E12.9	"Coiled-coil protein, has weak similarity to myosins and S. cerevisiae Uso1p"	2	5629665	F59E12.9	1	1	1	14	I	16	0	U
5201	F59E12.11	Protein of unknown function	2	5637417	F59E12.11	1	1	1	14	I	17	0	U
5202	F59E12.12	"Putative collagen, has strong similarity to members of the collagen triple helix repeat (20 copies) family"	2	5640668	F59E12.12	1	1	1	14	I	18	0	U
5203	F59E12.13	"Putative alpha (1,3) fucosyltransferase"	2	5647085	F59E12.13	1	1	1	14	I	19	0	U
5204	F59F5.6	Member of liprin (LAR-interacting protein) family of proteins	X	10303010	syd-2/liprin-alpha/F59F5.6	1	1	1	14	I	20	0	U
5205	F59G1.1	Protein with strong similarity to human UDP-glucose ceramide glucosyltransferase UGCG (Hs.152601)	2	5903446	F59G1.1	1	1	1	14	I	21	0	U
5206	F59G1.2	Protein of unknown function	2	5890253	F59G1.2	1	1	1	14	I	22	0	U
5207	F59G1.3	"Putative ortholog of S. cerevisiae Vps35p, which is involved in vacuolar sorting"	2	5895860	F59G1.3	1	1	1	14	I	23	0	U
5208	F59G1.5	Putative protein tyrosine phosphatase	2	5907931	stp-1/ptp-2/F59G1.5	1	1	1	14	I	24	0	U
5209	H02I12.3	"G protein-coupled receptor, has weak similarity to human alpha-adrenergic and thyrotripin-releasing hormone receptors"	4	10987742	H02I12.3	1	1	1	14	J	1	0	U
5210	H02I12.8	"Putative cytochrome P450, has strong similarity to members of the cytochrome P450 protein family"	4	10997160	H02I12.8	1	1	1	14	J	2	0	U
5211	H04D03.2	"Protein of unknown function, has moderate similarity to C. elegans K01G5.2"	3	9878580	H04D03.2	1	1	1	14	J	3	0	U
5212	H04D03.3	Member of the cell wall biogenesis Ecm29p-like protein family	3	9883538	H04D03.3	1	1	1	14	J	4	0	U
5213	H05B21.2	"Protein of unknown function, putative paralog of C. elegans C31B8.13"	5	2926443	H05B21.2	1	1	1	14	J	5	0	U
5214	H05B21.3	"G-protein coupled receptor of unknown function, no homolog found in human or D. melanogaster"	5	2929055	H05B21.3	1	1	1	14	J	6	2	U
5215	H05L03.2					1	1	1	14	J	7	0	U
5216	H05L03.6					1	1	1	14	J	8	1	U
5217	H05O09.1		5	6137118		1	1	1	14	J	9	0	U
5218	H06H21.1	"G-protein coupled receptor of unknown function, no homolog found in human or D. melanogaster"	4	4736707	H06H21.1	1	1	1	14	J	10	0	U
5219	H06H21.5					1	1	1	14	J	11	0	U
5220	H06H21.9	Putative ortholog of C. elegans C50F7.3 gene product	4	4747806	H06H21.9	1	1	1	14	J	12	0	U
5221	H09F14.1	G-protein coupled receptor with weak similarity to human somatostatin and serotonin (5-hydroxytryptamine) receptors	5	10561992	H09F14.1	1	1	1	14	J	13	0	U
5222	H11E01.3	"Protein with weak similarity to human and C. elegans ankyrin proteins, has weak similarity to S. cerevisiae mucin Muc1p, a cell surface flocculin"	X	1332804	H11E01.3	1	1	1	14	J	14	0	U
5223	H12I19.4	Member of an uncharacterized protein family	4	13848293	H12I19.4	1	1	1	14	J	15	0	U
5224	H14A12.2	Protein of unknown function	3	6903181	H14A12.2	1	1	1	14	J	16	0	U
5225	H14A12.3	Protein of unknown function	3	6901363	H14A12.3	1	1	1	14	J	17	0	U
5226	H14A12.6					1	1	1	14	J	18	0	U
5227	H17B01.2	"Putative paralog of C. elegans Y51H7C_254.B, has similarity to collagen"	2	1422249	H17B01.2	1	1	1	14	J	19	0	U
5228	H19J13.1	Member of an uncharacterized protein family	X	12012590	H19J13.1	1	1	1	14	J	20	0	U
5229	H19M22.1		3	2089188		1	1	1	14	J	21	0	U
5230	H19M22.3	Putative matrix metalloprotease	3	2059690	H19M22.3	1	1	1	14	J	22	0	U
5231	H19N07.1	Member of the translation elongation factor EF1alpha-like protein family	5	11059508	H19N07.1	1	1	1	14	J	23	0	U
5232	H27A22.1	Protein with strong similarity to glutaminyl cyclase (glutaminyl-peptide cyclotransferase)	5	10553185	H27A22.1	1	1	1	14	J	24	0	U
5233	H27D07.1	"G-protein coupled receptor of unknown function, no homolog found in human or D. melanogaster"	5	2918184	H27D07.1	1	1	1	14	K	1	0	U
5234	H27D07.2	"G-protein coupled receptor of unknown function; has similarity to C. elegans H05B21.3 and H05B21.4, has weak similarity to human proteinase-activated receptor"	5	2909350	H27D07.2	1	1	1	14	K	2	2	U
5235	H27D07.4	Protein with similarity to G-protein coupled receptors in the C-terminal region	5	2914660	H27D07.4	1	1	1	14	K	3	2	U
5236	H27D07.5	"G-protein coupled receptor of unknown function, no homolog found in human or D. melanogaster"	5	2922413	H27D07.5	1	1	1	14	K	4	0	U
5237	H28G03.1	"Putative RNA-binding protein with similarity to C. elegans RBP-1, human hnRNP A1, and S. cerevisiae Hrp1p"	X	4970769	H28G03.1	1	1	1	14	K	5	0	U
5238	H28G03.2	"Protein of unknown function, has weak similarity to C. elegans ZC477.8"	X	4959748	H28G03.2	1	1	1	14	K	6	0	U
5239	H28G03.4	"Protein of unknown function, putative paralog of C. elegans K03H6.3"	X	4976333	H28G03.4	1	1	1	14	K	7	0	U
5240	H28G03.6	"Protein containing a PH (pleckstrin homology) domain, has similarity to human and D. melanogaster SBF proteins (SET domain binding factors), has similarity over the N-terminus to human myotubularin-related proteins"	X	4988881	H28G03.6	1	1	1	14	K	8	0	U
5241	H34P18.1	"G-protein coupled receptor of unknown function, no homolog found in human or D. melanogaster"	5	6791006	H34P18.1	1	1	1	14	K	9	1	U
5242	H42K12.3	"Protein of unknown function, has weak similarity to C. elegans F38E11.4"	X	1034312	H42K12.3	1	1	1	14	K	10	0	U
5243	K01A11.3	Member of the ubiquitin carboxyl-terminal hydrolase family 2	3	2884375	K01A11.3	1	1	1	14	K	11	0	U
5244	K01A11.4	"Putative calmodulin-binding transient receptor potential (TRP) channel protein, has strong similarity to human and D. melanogaster TRP proteins"	3	2876340	K01A11.4	1	1	1	14	K	12	0	U
5245	K01C8.1	Member of the threonine/serine dehydratase protein family	2	8256678	K01C8.1	1	1	1	14	K	13	0	U
5246	K01C8.8	Protein of unknown function	2	8270162	K01C8.8	1	1	1	14	K	14	0	U
5247	K01C8.9	"Putative ortholog of S. cerevisiae Yer006p, a protein of unknown function"	2	8272758	K01C8.9	1	1	1	14	K	15	0	U
5248	K01D12.1	Member of an uncharacterized protein family	5	12326647	K01D12.1	1	1	1	14	K	16	0	U
5249	K01D12.5	Protein of unknown function	5	12346908	K01D12.5	1	1	1	14	K	17	0	U
5250	K01D12.6	Protein of unknown function	5	12348014	K01D12.6	1	1	1	14	K	18	0	U
5251	K01D12.11	Member of the glutathione S-transferase protein family	5	12356497	K01D12.11	1	1	1	14	K	19	0	U
5252	K01D12.13	Member of the glutathione S-transferase protein family	5	12360045	K01D12.13	1	1	1	14	K	20	0	U
5253	K01G5.3	"Protein of unknown function, putative paralog of C. elegans Y37D8A.12"	3	10190871	K01G5.3	1	1	1	14	K	21	2	U
5254	K01G5.5	"Possible ortholog of S. cerevisiae (Cbf5p) and D. melanogaster (Nop60B) nucleolar ribosomal processing proteins, possible ortholog of human DKC (associated with X-linked dyskeratosis congenita)"	3	10188825	K01G5.5	1	1	1	14	K	22	0	U
5255	K01G5.6	"Member of the EXT protein family (human multiple exostoses syndrome, a disease affecting bone morphogenesis), putative ortholog of human EXTL3 and D. melanogaster TTV (tout-velu)"	3	10183257	rib-2/K01G5.6	1	1	1	14	K	23	0	U
5256	K01H12.2	Member of the mitochondrial carrier (MCF) protein family	4	9299254	K01H12.2	1	1	1	14	K	24	0	U
5257	K02A2.3	"K+,Cl- cotransporter"	2	7415863	K02A2.3	1	1	1	14	L	1	0	U
5258	K02A2.6	Member of the integrase protein family	2	7429297	K02A2.6	1	1	1	14	L	2	0	U
5259	K02B2.1	"Member of the fructose-2,6-bisphosphatase protein family"	4	5850598	K02B2.1	1	1	1	14	L	3	0	U
5260	K02B2.3	Protein of unknown function	4	5846336	K02B2.3	1	1	1	14	L	4	0	U
5261	K02B2.4	Member of the OPUS/Innexin [gap junction] protein family	4	5852837	opu-7/K02B2.4	1	1	1	14	L	5	0	U
5262	K02B9.2	Putative paralog of C. elegans K02B9.1 which encodes a putative isocitrate lyase	X	13668629	K02B9.2	1	1	1	14	L	6	2	U
5263	K02B12.5	"Protein of unknown function, contains an ankyrin-repeat domain"	1	7850233	K02B12.5	1	1	1	14	L	7	0	U
5264	K02C4.3	Member of the ubiquitin carboxyl-terminal hydrolase 1 protein family	2	8072697	K02C4.3	1	1	1	14	L	8	0	U
5265	K02D7.3	"Member of the collagen triple helix repeat (20 copies) family, putative paralog of C. elegans COL-12"	4	282561	K02D7.3	1	1	1	14	L	9	0	U
5266	K02D7.4	Protein of unknown function	4	272161	K02D7.4	1	1	1	14	L	10	0	U
5267	K02D10.1	Member of the SNAP-25 protein family	3	8213395	K02D10.1	1	1	1	14	L	11	0	U
5268	K02D10.5	"Putative SNAP-25 (synaptosome-associated protein 25 kDa) family member that may be a component of SNARE complexes; has similarity to human SNAP29, SNAP25, and SNAP23, and also to Drosophila Snap25"	3	8216516	K02D10.5	1	1	1	14	L	12	0	U
5269	K02E7.2	Member of an uncharacterized protein family	2	1074072	K02E7.2	1	1	1	14	L	13	0	U
5270	K02E7.3	Member of the polypeptide chain release factor protein family	2	1070867	K02E7.3	1	1	1	14	L	14	0	U
5271	K02E7.6	Member of an uncharacterized protein family	2	1051717	K02E7.6	1	1	1	14	L	15	2	U
5272	K02E7.9	Member of the BTB/POZ domain protein family	2	1054218	K02E7.9	1	1	1	14	L	16	0	U
5273	K02E10.2	Protein of unknown function	X	2239152	K02E10.2	1	1	1	14	L	17	0	U
5274	K02E10.7	Protein with weak similarity to C. elegans par-1 (Serine/threonine protein kinase required for cytoplasmic partitioning during cleavage of early embryonic cells)	X	2251423	K02E10.7	1	1	1	14	L	18	0	U
5275	K02E10.8	Putative member of Ig superfamily	X	2259803	K02E10.8	1	1	1	14	L	19	0	U
5276	K02E11.1	"Putative paralog of C. elegans K09A9.3, has similarity over the C-terminus to human equilibrative nucleoside transporters ENT1 and ENT2"	5	14181615	K02E11.1	1	1	1	14	L	20	0	U
5277	K02F2.1	"Putative peptidase, has strong similarity to S. cerevisiae STE13 gene product [aminopeptidase A]"	1	6170955	K02F2.1	1	1	1	14	L	21	0	U
5278	K02F2.2	Putative adenosylhomocysteinase	1	6169086	dpy-14/CEAHH/K02F2.2	1	1	1	14	L	22	0	U
5279	K02F2.3	"Putative ortholog of S. cerevisiae Rse1p and human SFb130/SAP130, U2 snRNP-associated protein involved in pre-mRNA splicing"	1	6147131	K02F2.3	1	1	1	14	L	23	0	U
5280	K02F2.4	Protein with weak similarity to S. cerevisiae SMT4 (Protein with similarity to Ulp1p ubiquitin-like protein protease)	1	6145303	K02F2.4	1	1	1	14	L	24	0	U
5281	K02F2.6	"Putative G-protein coupled receptor with similarity to human alpha-adrenergic receptor ADRA1B and muscarinic cholinergic receptor CHRM3, has similarity to D. melanogaster dopamine receptor"	1	6153364	K02F2.6	1	1	1	14	M	1	0	U
5282	K02F3.1	"Member of the conserved C-terminal helicase domain protein family, member of the RECQ family of helicases"	3	836924	K02F3.1	1	1	1	14	M	2	0	U
5283	K02F3.2	"Member of the mitochondrial carrier (MCF) protein family, has similarity to H. sapiens MCF family member Aralar which binds calcium"	3	828551	K02F3.2	1	1	1	14	M	3	0	U
5284	K02F3.3	"Protein of unknown function, has weak similarity to C. elegans F15B9.1"	3	825232	K02F3.3	1	1	1	14	M	4	0	U
5285	K02F3.4	"Protein with weak similarity to H. sapiens CEBPG (CCAAT/enhancer binding protein (C/EBP), gamma)"	3	816376	K02F3.4	1	1	1	14	M	5	0	U
5286	K02F3.8	Protein of unknown function	3	821126	K02F3.8	1	1	1	14	M	6	0	U
5287	K02F6.1	Member of the protease protein family	2	2524248	K02F6.1	1	1	1	14	M	7	2	U
5288	K02F6.2	"Protein of unknown function, has strong similarity to C. elegans K02F6.4"	2	2522485	K02F6.2	1	1	1	14	M	8	0	U
5289	K02F6.3	"Protein of unknown function, putative paralog of C. elegans K02F6.4"	2	2516575	K02F6.3	1	1	1	14	M	9	0	U
5290	K02F6.4	Member of the ankyrin repeat protein family	2	2508780	K02F6.4	1	1	1	14	M	10	0	U
5291	K02F6.9	"Putative protease, has strong similarity to human endothelin converting enzyme ECE1, a membrane-bound zinc-dependent metalloprotease associated with Hirschsprung disease, heart defects, and autonomic dysfunction"	2	2528115	K02F6.9	1	1	1	14	M	11	2	U
5292	K02G10.5	Member of the prostaglandin transporter protein family	X	4442021	K02G10.5	1	1	1	14	M	12	0	U
5293	K02H11.4	Member of an uncharacterized protein family	5	1468735	K02H11.4	1	1	1	14	M	13	0	U
5294	K02H11.7	"G protein coupled receptor, member of a large subfamily that contains ODR-10 odorant response protein, no homolog found in human or D. melanogaster"	5	1462696	K02H11.7	1	1	1	14	M	14	0	U
5295	K03A1.2	"Protein containing leucine-rich repeats, has weak similarity to human insulin-like growth factor binding protein, acid labile subunit (IGFALS), has weak similarity D. melanogaster TRN (tartan), a leucine-rich transmembrane protein"	X	7031345	K03A1.2	1	1	1	14	M	15	0	U
5296	K03A1.3	"Protein of unknown function, has moderate similarity to the N-terminus of H. sapiens Hs.105919 gene product"	X	7015969	K03A1.3	1	1	1	14	M	16	0	U
5297	K03A1.5	"Member of the acetyl-CoA synthetase protein family,  negative regulator of let-60 ras function in vulval induction"	X	7040967	sur-5/K03A1.5	1	1	1	14	M	17	0	U
5298	K03B8.2	Member of the zinc metalloprotease protein family	5	11347974	K03B8.2	1	1	1	14	M	18	0	U
5299	K03B8.7	"Protein of unknown function containing a Ground-like domain, has weak similarity to C. elegans K10C2.5"	5	11360036	K03B8.7	1	1	1	14	M	19	0	U
5300	K03B8.9	Subunit of the nicotinic acetylcholine receptor and member of the neurotransmitter-gated ion-channel protein family; mutant forms cause neuronal degeneration in worms	5	11362138	deg-3/K03B8.9	1	1	1	14	M	20	0	U
5301	K03B8.10	Acetylcholine-gated channel subunit	5	11365822	des-2/K03B8.10/T26H10.1	1	1	1	14	M	21	0	U
5302	K03C7.1	"Protein of unknown function, has strong similarity to C. elegans F35A5.1"	X	3566219	K03C7.1	1	1	1	14	M	22	1	U
