^PLATFORM = GPL12
!Platform_title = Stanford Zea mays
!Platform_geo_accession = GPL12
!Platform_status = Public on Oct 09 2001
!Platform_submission_date = Jun 11 2001
!Platform_last_update_date = May 26 2005
!Platform_technology = spotted DNA/cDNA
!Platform_distribution = non-commercial
!Platform_organism = Zea mays
!Platform_taxid = 4577
!Platform_description = A maize array fabricated with 5,376 unique expressed sequence tag (EST) clones sequenced from 4-day-old roots, immature ears and adult organ cDNA libraries.
!Platform_description = mRNA source: Zea mays strain with genetic background K55 (75%), W23 (20%), Robertson's Mutator (5%).
!Platform_web_link = http://zmdb.iastate.edu/
!Platform_pubmed_id = 12225584
!Platform_contributor = Yangrae,,Cho
!Platform_contributor = Virginia ,,Walbot
!Platform_contact_name = Yangrae,,Cho
!Platform_contact_email = yacho@sequence.stanford.edu
!Platform_contact_phone = 650-812-1976
!Platform_contact_fax = 650-812-1975
!Platform_contact_laboratory = V. Walbot
!Platform_contact_department = Biological Sciences
!Platform_contact_institute = Stanford University
!Platform_contact_address = 385 Serra Mall
!Platform_contact_city = Stanford University
!Platform_contact_state = CA
!Platform_contact_zip/postal_code = 94305-8221
!Platform_contact_country = USA
!Platform_sample_id = GSM57
!Platform_sample_id = GSM58
!Platform_sample_id = GSM59
!Platform_sample_id = GSM60
!Platform_sample_id = GSM61
!Platform_sample_id = GSM62
!Platform_sample_id = GSM63
!Platform_sample_id = GSM64
!Platform_sample_id = GSM65
!Platform_sample_id = GSM66
!Platform_sample_id = GSM67
!Platform_sample_id = GSM68
!Platform_sample_id = GSM69
!Platform_sample_id = GSM70
!Platform_sample_id = GSM71
!Platform_sample_id = GSM72
!Platform_sample_id = GSM73
!Platform_sample_id = GSM74
!Platform_sample_id = GSM75
!Platform_sample_id = GSM76
!Platform_sample_id = GSM77
!Platform_sample_id = GSM78
!Platform_sample_id = GSM79
!Platform_sample_id = GSM80
!Platform_series_id = GSE141
!Platform_data_row_count = 5760
#ID = 
#Homologs PID-1 = Top matching sequences to GenBank on March 1, 2001
#Homologs PID-2 = Top matching sequences to GenBank on March 1, 2001
#Homologs PID-3 = Top matching sequences to GenBank on March 1, 2001
#SPOT_ID = Spot identifier
!platform_table_begin
ID	Homologs PID-1	Homologs PID-2	Homologs PID-3	SPOT_ID
614077E02.x3	Homolog PID: 8778598 F5M15.11 [Arabidopsis thaliana]	Homolog PID: 8886955 F2D10.5 [Arabidopsis thaliana]	Homolog PID: 5902376 Hypothetical protein [Arabidopsis thaliana]	614077E02.x3
614074D02.y3	Homolog PID: 7263550 eukaryotic translation initiatio... [Arabidopsis thaliana]	Homolog PID: 11342571 dJ614O4.2 [Homo sapiens]	Homolog PID: 3335506 b(2)gcn homo	614074D02.y3
614074C06.x3	Homolog PID: 1617274 AMP-binding protein [Brassica napus]	Homolog PID: 9368951 related to long-chain-fatty-acid... [Neurospora crassa]	Homolog PID: 3127892 acyl-coA synthetase [Cicer	614074C06.x3
614074F11.y3	Homolog PID: 10177035 prolyl tRNA synthetase [Arabidopsis thaliana]	Homolog PID: 2688299 prolyl-tRNA synthetase [Borrelia burgdorferi]	Homolog PID: 6899998 prolyl tRNA synt	614074F11.y3
614075B07.x1	Homolog PID: 6522539 putative protein [Arabidopsis thaliana]	Homolog PID: 9972362 Unknown protein [Arabidopsis thaliana]	Homolog PID: 4191785 putative esterase [Arabidopsis thalia	614075B07.x1
614076C06.x1				614076C06.x1
614077H02.x3				614077H02.x3
614090B07.x1	Homolog PID: 7270905 AtRer1A [Arabidopsis thaliana]	Homolog PID: 4914434 AtRer1A [Arabidopsis thaliana]	Homolog PID: 2865175 AtRer1A [Arabidopsis thaliana]	614090B07.x1
614091F04.y1	Homolog PID: 4587681 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 3810855 hypothetical protein [Schizosaccharomyces pomb]		614091F04.y1
614091H10.y1	Homolog PID: 9665136 Unknown protein [Arabidopsis thaliana]	Homolog PID: 4415936 unknown protein [Arabidopsis thaliana]		614091H10.y1
614092A09.x1	Homolog PID: 4530611 serine/threonine protein phospha...  Oryza [sativa subsp]	Homolog PID: 3255943 PP2A1 protein [Catharanthus roseus]	Homolog PID: 5714762 seri	614092A09.x1
614094H03.x1				614094H03.x1
614095D03.x1	Homolog PID: 556558 rice homologue of Tat binding pr... [Oryza sativa]	Homolog PID: 4580460 26S proteasome subunit 4 [Arabidopsis thaliana]	Homolog PID: 6652880 26S prot	614095D03.x1
614090B08.y1	Homolog PID: 9758642 contains similarity to zin [Arabidopsis thaliana]			614090B08.y1
614091D05.x1	Homolog PID: 9758793 MutT domain protein-like [Arabidopsis thaliana]	Homolog PID: 2980806 putative protein [Arabidopsis thaliana]	Homolog PID: 8809607 mutT domain protein-	614091D05.x1
614091F11.x1	Homolog PID: 6403485 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 5923668 hypothetical protein [Arabidopsis thaliana]		614091F11.x1
614092H09.x1				614092H09.x1
614094F06.x1				614094F06.x1
614095H04.x1				614095H04.x1
614090F09.y1				614090F09.y1
614091G05.x1				614091G05.x1
614091B12.y1	Homolog PID: 6598488 unknown protein [Arabidopsis thaliana]			614091B12.y1
614092H10.x1	Homolog PID: 8927654 Strong similarity to an unknown ...	Homolog PID: 6730738 unknown protein 52184-57536	Homolog PID: 5922612 EST AU078118(E3904) corresponds ... [Oryza sativa]	614092H10.x1
614094H06.x1				614094H06.x1
614095B07.x1	Homolog PID: 9759394 dbj|BAA96220.1~gene_id:MSJ1.2~si...			614095B07.x1
614090B10.y1	Homolog PID: 6723394 putative protein [Arabidopsis thaliana]			614090B10.y1
614091F06.x1				614091F06.x1
614092E01.y3	Homolog PID: 5007086 NADP-specific isocitrate dehydro... [Oryza sativa]	Homolog PID: 5007084 NADP-specific isocitrate dehydro... [Oryza sativa]	Homolog PID: 166386 isoc	614092E01.y3
614092E12.x1	Homolog PID: 1881380 ribosomal protein L5 [Solanum melongena]	Homolog PID: 10177974 60S ribosomal protein L5 [Arabidopsis thaliana]	Homolog PID: 10177500 60S ribosomal protein L5	614092E12.x1
614094B09.x1				614094B09.x1
614095G07.x1	Homolog PID: 7340707 putative protein [Arabidopsis thaliana]			614095G07.x1
606001B01.x2				606001B01.x2
606002H01.x1				606002H01.x1
606003D07.x1	Homolog PID: 11275515 putative transcription factor [Oryza sativa]	Homolog PID: 6650526 putative transcription factor X1     Oryza [sativa subsp]	Homolog PID: 2735841 No def	606003D07.x1
606004C08.x1				606004C08.x1
606005F06.x1	Homolog PID: 8052548 F3F9.6 [Arabidopsis thaliana]			606005F06.x1
606006G01.x1	Homolog PID: 1707642 TMK [Oryza sativa]	Homolog PID: 7672732 LRR receptor-like protein kinase [Nicotiana tabacum]	Homolog PID: 11038476 receptor protein kinase [Arabidopsis thaliana]	606006G01.x1
606001G03.x2	Homolog PID: 9758554 gene_id:MRH10.5~pir||T00964~stro...	Homolog PID: 6721151 unknown protein [Arabidopsis thaliana]	Homolog PID: 3142300 Contains similarity to pre-mRNA ... [Arabidop	606001G03.x2
606002F02.x1				606002F02.x1
606003D08.x1	Homolog PID: 7267821 putative protein [Arabidopsis thaliana]	Homolog PID: 5596468 putative protein [Arabidopsis thaliana]	Homolog PID: 7269211 putative protein [Arabidopsis thalia	606003D08.x1
606004F10.x1	Homolog PID: 533252 sucrose synthase 2 [Zea mays]	Homolog PID: 514946 UDP-glucose:D-fructose 2-glucosy... [Zea mays]	Homolog PID: 20095 sucrose-UDP glucosyltransferase [Oryza sativa]	606004F10.x1
606005D07.x1				606005D07.x1
606006E03.x1	Homolog PID: 4544390 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 4567276 hypothetical protein [Arabidopsis thaliana]		606006E03.x1
606001G07.x2				606001G07.x2
606002A05.x1				606002A05.x1
606003H09.x1				606003H09.x1
606004G12.x1	Homolog PID: 1044912 ribonucleotide reductase R2 [Nicotiana tabacum]	Homolog PID: 9279629 ribonucleotide reductase [Arabidopsis thaliana]	Homolog PID: 4894211 ribonucleoti	606004G12.x1
606005H08.x1	Homolog PID: 9757995 protein phosphatase 2C-like [Arabidopsis thaliana]	Homolog PID: 7270078 putative protein [Arabidopsis thaliana]	Homolog PID: 3281853 putative prote	606005H08.x1
606006G03.x1				606006G03.x1
606001F08.x2	Homolog PID: 4325376 T3H13.12 gene product [Arabidopsis thaliana]	Homolog PID: 7267536 hypothetical protein [Arabidopsis thaliana]		606001F08.x2
606002G06.x1				606002G06.x1
606003A11.x1	Homolog PID: 10092477 unknown protein 60615-56595	Homolog PID: 10998142 gene_id:MEC18.14~ref|NP_037458.1...		606003A11.x1
606005F01.x1				606005F01.x1
606005F09.x1	Homolog PID: 7270497 thioredoxin reductase [Arabidopsis thaliana]	Homolog PID: 5830788 thioredoxin reductase [Arabidopsis thaliana]	Homolog PID: 2262173 putative thioredoxin 	606005F09.x1
606006E05.x1				606006E05.x1
606019H04.x2				606019H04.x2
606020A06.x1	Homolog PID: 7595794 histone H3 [Euphorbia esula]	Homolog PID: 3249101 Match to histone H3 gene gb|M171...	Homolog PID: 2565419 histone H3 [Onobrychis viciifolia]	606020A06.x1
606021H02.x2	Homolog PID: 5306263 unknown protein [Arabidopsis thaliana]			606021H02.x2
606021F08.x2	Homolog PID: 10441256 actin-depolymerizing factor 1        Petunia [x hybrida]	Homolog PID: 9757910 actin depolymerizing factor 4 [Arabidopsis thaliana]		606021F08.x2
606022D02.x1	Homolog PID: 1143511 Ser/Thr protein phosphatase homo... [Malus domestica]	Homolog PID: 5734785 phosphoprotein phosphatase [Arabidopsis thaliana]	Homolog PID: 5759301	606022D02.x1
606022C08.x1	Homolog PID: 7268913 putative protein [Arabidopsis thaliana]	Homolog PID: 2911073 putative protein [Arabidopsis thaliana]	Homolog PID: 9957238 zinc finger and C2 domain protein [A	606022C08.x1
606019F05.x2	Homolog PID: 10140803 putative myosin [Oryza sativa]	Homolog PID: 9759160 contains similarity to myosin he... [Arabidopsis thaliana]	Homolog PID: 10177394 hyaluronan mediated motility rec	606019F05.x2
606020B09.x1	Homolog PID: 2511531 alpha tubulin 1 [Eleusine indica]	Homolog PID: 4165488 alpha-tubulin 3 [Hordeum vulgare]	Homolog PID: 22147 alpha1-tubulin [Zea mays]	606020B09.x1
606021C03.x2	Homolog PID: 2511531 alpha tubulin 1 [Eleusine indica]	Homolog PID: 4165488 alpha-tubulin 3 [Hordeum vulgare]	Homolog PID: 22147 alpha1-tubulin [Zea mays]	606021C03.x2
606021B09.x2	Homolog PID: 6681334 hypothetical protein [Arabidopsis thaliana]			606021B09.x2
606022G02.x1	Homolog PID: 6693024 T22C5.21 [Arabidopsis thaliana]			606022G02.x1
606022E09.x1	Homolog PID: 8439545 methionine synthase [Solanum tuberosum]	Homolog PID: 6716760 methionine synthase [Coffea arabica]	Homolog PID: 886471 methionine synthase [Catharanthus roseus	606022E09.x1
606019D07.x2	Homolog PID: 9802564 F22O13.25 [Arabidopsis thaliana]			606019D07.x2
606020F09.x1				606020F09.x1
606021F03.x2				606021F03.x2
606021E09.x2	Homolog PID: 3264607 shaggy kinase homolog [Zea mays]			606021E09.x2
606022F03.x1	Homolog PID: 168723 protein phosphatase-1 [Zea mays]	Homolog PID: 3176072 protein phosphatase 1, catalytic... [Medicago sativa]	Homolog PID: 3255941 PP1A protein [Catharanthus roseus]	606022F03.x1
606022E10.x1	Homolog PID: 4337195 putative protein kinase [Arabidopsis thaliana]	Homolog PID: 7270019 protein kinase-like protein [Arabidopsis thaliana]	Homolog PID: 2168137 PKF1 [Fagus	606022E10.x1
606019E08.x2				606019E08.x2
606020G10.x1	Homolog PID: 9758216 gene_id:MYN21.7~pir||T23656~simi...	Homolog PID: 3878571 Weak similarity with the Ysy6 pr... [Caenorhabditis elegans]		606020G10.x1
606021B04.x2	Homolog PID: 9230003 zinc finger protein-like Ser/Th...	Homolog PID: 5679336 putative zinc finger protein [Oryza sativa]	Homolog PID: 5803246 ESTs AU077984(C62969),D41648(S42... [Ory	606021B04.x2
606021A10.x2				606021A10.x2
606022D04.x1	Homolog PID: 6143888 unknown protein 29143-26659			606022D04.x1
606022B11.x1	Homolog PID: 1314712 calcium-dependent protein kinase [Arabidopsis thaliana]	Homolog PID: 3068712 calcium dependent protein kinase [Arabidopsis thaliana]		606022B11.x1
opa2e1-1				opa2e1-1
opa2i1				opa2i1
opa2e2-2				opa2e2-2
opa2ie/e3(18/27)				opa2ie/e3(18/27)
opa2e3-2				opa2e3-2
opa2e3/i3(21/24)				opa2e3/i3(21/24)
opa2e4-2				opa2e4-2
opa2i4				opa2i4
opa2e5-2				opa2e5-2
opa2i5				opa2i5
opa2e6-2				opa2e6-2
opa2e6-1				opa2e6-1
pepce1-2				pepce1-2
pepci1/e2(21/24)				pepci1/e2(21/24)
pepce2-2				pepce2-2
pepci2/e3(33/12)				pepci2/e3(33/12)
pepce3-2				pepce3-2
pepci3-1				pepci3-1
pepce4-2				pepce4-2
pepci4				pepci4
pepce5-2				pepce5-2
pepci5				pepci5
pepce8-2				pepce8-2
pepce10-2				pepce10-2
707010E03.x5	Homolog PID: 8515851 lipoxygenase [Zea mays]	Homolog PID: 532572 lipoxygenase 1 [Hordeum vulgare]	Homolog PID: 2429087 lipoxygenase 2 [Hordeum vulgare]	707010E03.x5
707010H08.y1	Homolog PID: 4091806 CONSTANS-like protein 2              Malus [x domestica]	Homolog PID: 3341723 CONSTANS-like 1 protein [Raphanus sativus]	Homolog PID: 4091804 	707010H08.y1
707011C05.y1	Homolog PID: 6630556 putative alpha-L-arabinofuranosi... [Arabidopsis thaliana]	Homolog PID: 5107819 contains similarity to arabinosi... [Arabidopsis thaliana]		707011C05.y1
707012E07.y5				707012E07.y5
707013F04.y1	Homolog PID: 972917 IAA7 [Arabidopsis thaliana]	Homolog PID: 9294194 auxin-responsive protein IAA7 [Arabidopsis thaliana]	Homolog PID: 972931 IAA14 [Arabidopsis thaliana]	707013F04.y1
707013C10.x1				707013C10.x1
707010A04.y3				707010A04.y3
707010C09.x4				707010C09.x4
707011F06.y1	Homolog PID: 11120801 unknown protein [Arabidopsis thaliana]			707011F06.y1
707012G09.y5				707012G09.y5
707013C05.y5	Homolog PID: 7415521 amino acid permease [Oryza sativa]	Homolog PID: 2088642 proline transporter 1 [Arabidopsis thaliana]	Homolog PID: 1769901 proline transporter 1 [Arabidopsis thalia	707013C05.y5
707013B11.y4	Homolog PID: 4914342 F14N23.28 [Arabidopsis thaliana]	Homolog PID: 8978259 gb|AAD32890.1~gene_id:K21G20.4~s...		707013B11.y4
707010F04.x4	Homolog PID: 3420239 actin [Gossypium hirsutum]	Homolog PID: 1002535 actin-12 [Arabidopsis thaliana]	Homolog PID: 1002531 actin-4 [Arabidopsis thaliana]	707010F04.x4
707010E10.y1	Homolog PID: 4240035 ZmGR1b [Zea mays]	Homolog PID: 4240033 ZmGR1a [Zea mays]	Homolog PID: 786132 RCc3 [Oryza sativa]	707010E10.y1
707011D10.y1				707011D10.y1
707012G11.y5				707012G11.y5
707013F06.x1	Homolog PID: 2623680 calmodulin [Zea mays]	Homolog PID: 16223 calmodulin [Arabidopsis thaliana]	Homolog PID: 11054545 calmodulin [Arabidopsis thaliana]	707013F06.x1
707013E11.y6	Homolog PID: 3461839 putative receptor-like protein k... [Arabidopsis thaliana]	Homolog PID: 9837280 leaf senescence-associated recep... [Phaseolus vulgaris]		707013E11.y6
707010B06.x5				707010B06.x5
707010G10.y3				707010G10.y3
707012F01.y1	Homolog PID: 871510 small GTP-binding protein [Pisum sativum]	Homolog PID: 5669640 ethylene-responsive small GTP-bi... [Lycopersicon esculentum]	Homolog PID: 2808638 small GTP-bi	707012F01.y1
707012C12.y1				707012C12.y1
707013G07.y6				707013G07.y6
707013H11.y6	Homolog PID: 625148 protein disulfide isomerase [Zea mays]	Homolog PID: 7209794 protein disulfide isomerase [Oryza sativa]	Homolog PID: 493591 disulfide isomerase [Hordeum vulgare]	707013H11.y6
707035D05.x2				707035D05.x2
707036G02.x1				707036G02.x1
707037C05.x1	Homolog PID: 7572940 L1 protein [Arabidopsis thaliana]	Homolog PID: 7573332 chloroplast ribosomal L1-like pr... [Arabidopsis thaliana]	Homolog PID: 7414578 ribosomal protein L1 [Spinaci	707037C05.x1
707040F04.x2	Homolog PID: 6939839 GSH-dependent dehydroascorbate r... [Oryza sativa]	Homolog PID: 10092266 GSH-dependent dehydroascorbate r... [Arabidopsis thaliana]	Homolog PID: 9795	707040F04.x2
707041E01.x1				707041E01.x1
707041C04.x1				707041C04.x1
707035H05.x2	Homolog PID: 7258376 Peptidase-like protein [Arabidopsis thaliana]	Homolog PID: 3211746 folylpoly-gamma-glutamate carbox... [Sus scrofa]	Homolog PID: 5762482 folylpoly-gamma	707035H05.x2
707036C04.x1				707036C04.x1
707037A06.x1				707037A06.x1
707040D05.x5				707040D05.x5
707041G01.x1				707041G01.x1
707041F04.x1				707041F04.x1
707035H06.x2	Homolog PID: 575426 sugar-starvation induced protein [Zea mays]	Homolog PID: 4263704 putative hydrolase [Arabidopsis thaliana]	Homolog PID: 6899902 putative protein [Arabidopsi	707035H06.x2
707036F05.x1				707036F05.x1
707037H07.x1	Homolog PID: 2583109 unknown protein [Arabidopsis thaliana]			707037H07.x1
707040E07.x2	Homolog PID: 6664318 T27G7.17 [Arabidopsis thaliana]	Homolog PID: 1001708 NifS [Synechocystis sp]	Homolog PID: 2635765 similar to NifS protein homolog [Bacillus subtilis]	707040E07.x2
707041D02.x1				707041D02.x1
707041D05.x1				707041D05.x1
707035B08.x2	Homolog PID: 595816 mudrA gene product [Zea mays]	Homolog PID: 540581 mudrA [Zea mays]	Homolog PID: 22375 ORF [Zea mays]	707035B08.x2
707036B09.x1	Homolog PID: 1800147 membrane associated protein [Arabidopsis thaliana]	Homolog PID: 7268942 putative membrane associated pro... [Arabidopsis thaliana]	Homolog PID: 30803	707036B09.x1
707037G08.x1	Homolog PID: 7228446 Similar to Arabidopsis thaliana ... [Oryza sativa]	Homolog PID: 4914361 putative retroelement pol polypr... [Arabidopsis thaliana]	Homolog PID: 76827	707037G08.x1
707040G08.x5	Homolog PID: 7378764 putative kinetochore protein [Hordeum vulgare]	Homolog PID: 3719211 UIP2 [Arabidopsis thaliana]	Homolog PID: 3068809 Skp1 homolog [Arabidopsis thaliana	707040G08.x5
707041F02.x1				707041F02.x1
707041H05.x1				707041H05.x1
707055C05.x1	Homolog PID: 7267476 putative protein [Arabidopsis thaliana]	Homolog PID: 5731756 putative protein [Arabidopsis thaliana]	Homolog PID: 3337352 putative SPT5-like transcription... 	707055C05.x1
707056F02.x1				707056F02.x1
707056A08.x2	Homolog PID: 9955538 ribosomal protein S15-like [Arabidopsis thaliana]	Homolog PID: 2982268 probable 40S ribosomal protein S15 [Picea mariana]	Homolog PID: 6624737 ribos	707056A08.x2
707057G02.x2	Homolog PID: 7270558 putative Myc-type transcription ... [Arabidopsis thaliana]	Homolog PID: 3036810 putative Myc-type transcription ... [Arabidopsis thaliana]		707057G02.x2
707057F07.x1				707057F07.x1
707058E03.x1	Homolog PID: 310578 nodulin-26 [Glycine max]	Homolog PID: 3695375 contains similarity to the major... [Arabidopsis thaliana]	Homolog PID: 7268190 putative water channel protein [Arabidopsis thali	707058E03.x1
707055H08.x1	Homolog PID: 5903091 Hypothetical protein [Arabidopsis thaliana]	Homolog PID: 7022367 unnamed protein product [Homo sapiens]	Homolog PID: 7293263 Axs gene product [Drosophila 	707055H08.x1
707056H02.x1	Homolog PID: 3249105 Contains similarity to protein p... [Arabidopsis thaliana]	Homolog PID: 6714350 putative protein phosphatase 14...	Homolog PID: 9993354 Un	707056H02.x1
707056D08.x1	Homolog PID: 2921304 herbicide safener binding protein [Zea mays]	Homolog PID: 453244 flavonoid 7-O-methyltransferase [Hordeum vulgare]	Homolog PID: 404070 O-methyltransferas	707056D08.x1
707057H03.x2	Homolog PID: 6682241 putative 60S ribosomal protein L1 [Arabidopsis thaliana]	Homolog PID: 4887131 60S ribosomal protein L1 [Prunus armeniaca]	Homolog PID: 7413562	707057H03.x2
707057E08.x1	Homolog PID: 7269415 putative protein [Arabidopsis thaliana]	Homolog PID: 4914457 putative protein [Arabidopsis thaliana]	Homolog PID: 1935909 lethal leaf-spot 1 [Zea mays]	707057E08.x1
707058D04.x1	Homolog PID: 9757760 emb|CAB86085.1~gene_id:MUF9.21~s...			707058D04.x1
707055F10.x1	Homolog PID: 8953720 contains similarity to 40S ribos... [Arabidopsis thaliana]	Homolog PID: 7269424 putative ribosomal protein S10 [Arabidopsis thaliana]		707055F10.x1
707056C03.x1				707056C03.x1
707056G08.x2				707056G08.x2
707057D04.x2				707057D04.x2
707057E09.x1	Homolog PID: 9367315 MADS-box protein 9 [Hordeum vulgare]	Homolog PID: 1905930 MADS box protein [Oryza sativa]	Homolog PID: 2463333 M79 protein [Oryza sativa]	707057E09.x1
707058D05.x1	Homolog PID: 4006978 pollen allergen [Cynodon dactylon]	Homolog PID: 415896 PHL PII, pollen allergen [Phleum pratense]	Homolog PID: 4007852 pollen allergen [Triticum aestivum]	707058D05.x1
707055B11.x1	Homolog PID: 9759359 GTP-binding protein LepA homolog [Arabidopsis thaliana]	Homolog PID: 1653961 LepA [Synechocystis sp]	Homolog PID: 10173958 GTP-binding protein	707055B11.x1
707056F03.x1	Homolog PID: 6714449 putative pectinesterase [Arabidopsis thaliana]	Homolog PID: 7549630 pectin methylesterase, putative [Arabidopsis thaliana]	Homolog PID: 4531441 putativ	707056F03.x1
707056A10.x1				707056A10.x1
707057G04.x1	Homolog PID: 7296922 CG8895 gene product [Drosophila melanogaster]	Homolog PID: 7296921 CG8895 gene product [Drosophila melanogaster]	Homolog PID: 7296923 CG8895 gene produc	707057G04.x1
707057C10.x2	Homolog PID: 8778550 F22G5.31 [Arabidopsis thaliana]	Homolog PID: 1781299 transformer-SR ribonucleoprotein [Nicotiana tabacum]		707057C10.x2
707058G05.x1	Homolog PID: 6587863 unknown protein 39760-41105	Homolog PID: 7271041 putative protein [Arabidopsis thaliana]	Homolog PID: 4490737 putative protein [Arabidopsis thaliana]	707058G05.x1
707081G03.x1				707081G03.x1
707082A04.x1	Homolog PID: 4874301 putative vacuolar proton-ATPase ... [Arabidopsis thaliana]	Homolog PID: 7270157 H+-transporting ATPase-like prot... [Arabidopsis thaliana]		707082A04.x1
707083D05.x1	Homolog PID: 4263722 putative glucan synthase [Arabidopsis thaliana]	Homolog PID: 4836907 Highly similar to putative callo... [Arabidopsis thaliana]	Homolog PID: 8778721 T	707083D05.x1
707087E05.x1	Homolog PID: 3168840 copper homeostasis factor [Arabidopsis thaliana]	Homolog PID: 7572922 copper homeostasis factor [Arabidopsis thaliana]	Homolog PID: 6525009 copper ch	707087E05.x1
707089F04.x1	Homolog PID: 5902404 Unknown protein [Arabidopsis thaliana]			707089F04.x1
707090F05.x1	Homolog PID: 4886288 putative protein [Arabidopsis thaliana]	Homolog PID: 7302323 CG3358 gene product [Drosophila melanogaster]	Homolog PID: 2257524 HYPOTHETICAL 47.4KD PROTEIN IN	707090F05.x1
707081F04.x1	Homolog PID: 7801679 epsin-like protein [Arabidopsis thaliana]	Homolog PID: 3763926 unknown protein [Arabidopsis thaliana]		707081F04.x1
707082C06.x1	Homolog PID: 4006978 pollen allergen [Cynodon dactylon]	Homolog PID: 415896 PHL PII, pollen allergen [Phleum pratense]	Homolog PID: 4007852 pollen allergen [Triticum aestivum]	707082C06.x1
707083B07.x1				707083B07.x1
707087A08.x1	Homolog PID: 2979554 unknown protein [Arabidopsis thaliana]			707087A08.x1
707089D05.x1	Homolog PID: 20194 cdc2+/CDC28-related protein kinase [Oryza sativa]	Homolog PID: 6692733 cell division protein kinase 43...	Homolog PID: 9719719 Strong similarity to cdc	707089D05.x1
707090C09.x1	Homolog PID: 9988434 putative pollen specific protein... [Oryza sativa]	Homolog PID: 10176779 pollen specific protein SF21 [Arabidopsis thaliana]	Homolog PID: 4191791 p	707090C09.x1
707081D07.x1				707081D07.x1
707082B08.x1				707082B08.x1
707083E10.x1	Homolog PID: 8920640 Contains weak similarity to DNA-... [Arabidopsis thaliana]	Homolog PID: 11054444 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 614	707083E10.x1
707087E08.x1	Homolog PID: 2062172 unknown protein [Arabidopsis thaliana]	Homolog PID: 9279713 gb|AAB63646.1~gene_id:MYA6.11~st...		707087E08.x1
707089D07.x1	Homolog PID: 7267727 putative protein [Arabidopsis thaliana]	Homolog PID: 4538959 putative protein [Arabidopsis thaliana]	Homolog PID: 6721156 hypothetical protein [Arabidopsis th	707089D07.x1
707090F09.x1	Homolog PID: 9049473 putative pyrophosphate-dependent... [Oryza sativa]	Homolog PID: 9988420 putative pyrophosphate-dependent... [Oryza sativa]	Homolog PID: 7269478 pyr	707090F09.x1
707081H07.x1	Homolog PID: 4388534 F1-ATP synthase, beta subunit [Sorghum bicolor]	Homolog PID: 4388533 F1-ATP synthase, beta subunit [Sorghum bicolor]	Homolog PID: 22173 ATPase F1 subu	707081H07.x1
707082E08.x1				707082E08.x1
707083B11.x1				707083B11.x1
707087F09.x1				707087F09.x1
707089B11.x1	Homolog PID: 10719703 ribulose 1,5-bisphosphate carbox... [Zea mays]	Homolog PID: 9832973 ribulose-1,5-bisphosphate carbox... [Zea mays]	Homolog PID: 167095 ribulose 1,5-b	707089B11.x1
707090A11.x1				707090A11.x1
945005F02.Y1	Homolog PID: 10177887 contains similarity to unknow [Arabidopsis thaliana]	Homolog PID: 9294631 Na/Ca,K-exchanger-like protein [Arabidopsis thaliana]	Homolog PID: 4587	945005F02.Y1
945005E07.X3	Homolog PID: 4567200 hypothetical protein [Arabidopsis thaliana]	Homolog PID: 9106290 DNA repair system specific for a... [Xylella fastidiosa]	Homolog PID: 9658399 hypothetica	945005E07.X3
